PID,Date,Time,IP Address,Port,Username,Scenario,Details
1694012,Apr 16,17:29:26,NULL,NULL,NULL,Connection closed,IP
1694319,Apr 16,17:31:52,NULL,NULL,NULL,Connection closed,IP
1699425,Apr 16,18:12:47,NULL,NULL,NULL,Connection closed,IP
1705096,Apr 16,18:58:00,NULL,NULL,NULL,Connection closed,IP
1713796,Apr 16,20:07:45,45.79.181.179,51170,NULL,Connection closed,IP
1713798,Apr 16,20:07:46,45.79.181.179,51178,NULL,Connection closed,IP
1713800,Apr 16,20:07:48,45.79.181.179,51190,NULL,Connection closed,IP
1718634,Apr 16,20:46:38,167.94.138.167,55420,NULL,Connection closed,IP
1724970,Apr 16,21:36:52,NULL,NULL,NULL,Connection closed,IP
1735369,Apr 16,22:59:54,NULL,NULL,NULL,Connection closed,IP
1735605,Apr 16,23:01:53,NULL,NULL,NULL,Connection closed,IP
1740698,Apr 16,23:42:25,NULL,NULL,NULL,Connection closed,IP
1740699,Apr 16,23:42:36,NULL,NULL,NULL,Connection closed,IP
1740991,Apr 16,23:44:47,NULL,NULL,NULL,banner line contains invalid characters,NULL
1740992,Apr 16,23:44:50,NULL,NULL,NULL,Connection closed,IP
1741763,Apr 16,23:50:54,NULL,NULL,NULL,Connection closed,IP
1746894,Apr 17,00:31:43,NULL,NULL,NULL,Connection closed,IP
1748543,Apr 17,00:44:51,NULL,NULL,root,Connection closed,IP
1748545,Apr 17,00:44:53,NULL,NULL,root,Connection closed,IP
1748558,Apr 17,00:44:55,NULL,NULL,root,Connection closed,IP
1748560,Apr 17,00:44:56,NULL,NULL,root,Connection closed,IP
1748562,Apr 17,00:44:58,NULL,NULL,root,Connection closed,IP
1748575,Apr 17,00:45:00,NULL,NULL,root,Connection closed,IP
1748577,Apr 17,00:45:02,NULL,NULL,root,Connection closed,IP
1748582,Apr 17,00:45:05,NULL,NULL,root,Connection closed,IP
1748595,Apr 17,00:45:07,NULL,NULL,root,Connection closed,IP
1748597,Apr 17,00:45:10,NULL,NULL,root,Connection closed,IP
1748610,Apr 17,00:45:12,NULL,NULL,root,Connection closed,IP
1748612,Apr 17,00:45:13,NULL,NULL,root,Connection closed,IP
1748625,Apr 17,00:45:15,NULL,NULL,root,Connection closed,IP
1756563,Apr 17,01:48:38,64.62.197.94,65121,64.62.197.94,Connection closed,invalid user
1757456,Apr 17,01:55:40,NULL,NULL,NULL,Connection closed,IP
1757534,Apr 17,01:56:20,NULL,NULL,NULL,banner line contains invalid characters,NULL
1759618,Apr 17,02:13:01,NULL,NULL,NULL,Connection reset,IP
1759619,Apr 17,02:13:04,45.79.128.205,60618,NULL,Connection closed,IP
1759630,Apr 17,02:13:05,NULL,NULL,NULL,Connection reset,IP
1760042,Apr 17,02:16:34,199.45.154.158,51180,NULL,Connection closed,IP
1766626,Apr 17,03:08:08,NULL,NULL,NULL,Connection closed,IP
1778474,Apr 17,04:42:11,NULL,NULL,NULL,Connection closed,IP
1781947,Apr 17,05:09:53,NULL,NULL,NULL,banner line contains invalid characters,NULL
1781959,Apr 17,05:09:54,NULL,NULL,NULL,banner line contains invalid characters,NULL
1782004,Apr 17,05:10:16,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
1793210,Apr 17,06:39:18,206.168.34.41,56226,NULL,Connection closed,IP
1803457,Apr 17,08:00:57,NULL,NULL,NULL,Connection reset,IP
1804655,Apr 17,08:10:16,192.155.90.220,15392,NULL,Connection closed,IP
1804657,Apr 17,08:10:18,192.155.90.220,15406,NULL,Connection closed,IP
1804659,Apr 17,08:10:19,192.155.90.220,15412,NULL,Connection closed,IP
1805720,Apr 17,08:18:38,NULL,NULL,NULL,Connection closed,IP
1807753,Apr 17,08:34:43,NULL,NULL,NULL,Connection reset,IP
1823898,Apr 17,10:43:29,NULL,NULL,NULL,Connection closed,IP
1824486,Apr 17,10:48:08,NULL,NULL,NULL,banner line contains invalid characters,NULL
1834368,Apr 17,12:07:21,NULL,NULL,NULL,Connection closed,IP
1835164,Apr 17,12:13:44,NULL,NULL,NULL,Connection closed,IP
1835921,Apr 17,12:19:43,NULL,NULL,NULL,banner line contains invalid characters,NULL
1835922,Apr 17,12:19:43,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1835923,Apr 17,12:19:43,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/2
1835924,Apr 17,12:19:44,NULL,NULL,NULL,banner line contains invalid characters,NULL
1835925,Apr 17,12:19:44,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1835926,Apr 17,12:19:44,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/2
1846554,Apr 17,13:44:38,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1849811,Apr 17,14:10:44,45.79.181.94,42942,NULL,Connection closed,IP
1849813,Apr 17,14:10:46,45.79.181.94,42950,NULL,Connection closed,IP
1849815,Apr 17,14:10:47,45.79.181.94,42958,NULL,Connection closed,IP
1854954,Apr 17,14:51:48,NULL,NULL,NULL,banner line contains invalid characters,NULL
1858710,Apr 17,15:21:51,162.215.216.231,56862,NULL,Connection closed,IP
1868346,Apr 17,16:39:09,138.68.71.68,21757,NULL,Connection reset,IP
1874073,Apr 17,17:24:17,NULL,NULL,NULL,Connection closed,IP
1875553,Apr 17,17:36:07,NULL,NULL,NULL,Connection closed,IP
1875554,Apr 17,17:36:27,157.230.26.127,3534,NULL,Connection closed,IP
1876350,Apr 17,17:42:27,NULL,NULL,NULL,Connection closed,IP
1876650,Apr 17,17:44:52,NULL,NULL,NULL,Connection closed,IP
1877492,Apr 17,17:51:33,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1877493,Apr 17,17:51:33,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1880847,Apr 17,18:18:20,NULL,NULL,NULL,Connection closed,IP
1881467,Apr 17,18:23:28,43.139.217.35,38444,43.139.217.35,Connection closed,invalid user
1883034,Apr 17,18:35:47,NULL,NULL,NULL,Connection closed,IP
1887180,Apr 17,19:09:03,NULL,NULL,NULL,Connection closed,IP
1889709,Apr 17,19:29:10,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1889710,Apr 17,19:29:11,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1894822,Apr 17,20:09:30,45.79.181.223,18366,NULL,Connection closed,IP
1894824,Apr 17,20:09:32,45.79.181.223,18382,NULL,Connection closed,IP
1896242,Apr 17,20:21:02,167.94.145.101,39564,NULL,Connection closed,IP
1907686,Apr 17,21:52:15,64.62.156.159,3951,64.62.156.159,Connection closed,invalid user
1908920,Apr 17,22:02:01,NULL,NULL,NULL,Connection reset,IP
1908921,Apr 17,22:02:01,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
1908967,Apr 17,22:02:23,101.251.238.173,52446,NULL,Connection closed,IP
1909001,Apr 17,22:02:34,101.251.238.173,54710,NULL,DH GEX group out of range,NULL
1909024,Apr 17,22:02:47,101.251.238.173,59128,NULL,DH GEX group out of range,NULL
1909059,Apr 17,22:03:02,101.251.238.173,59244,NULL,DH GEX group out of range,NULL
1909082,Apr 17,22:03:13,101.251.238.173,35294,NULL,DH GEX group out of range,NULL
1909106,Apr 17,22:03:26,101.251.238.173,40900,NULL,DH GEX group out of range,NULL
1909127,Apr 17,22:03:37,101.251.238.173,37326,NULL,Connection closed,IP
1915869,Apr 17,22:57:23,NULL,NULL,NULL,client sent invalid protocol identifier,GET http://passport.baidu.com/ HTTP/1.1
1915870,Apr 17,22:57:23,NULL,NULL,NULL,banner line contains invalid characters,NULL
1915915,Apr 17,22:57:45,NULL,NULL,NULL,banner line contains invalid characters,NULL
1916596,Apr 17,23:03:12,NULL,NULL,NULL,Connection closed,IP
1916608,Apr 17,23:03:13,92.255.57.61,47474,NULL,Connection closed,IP
1917708,Apr 17,23:12:07,NULL,NULL,NULL,Connection closed,IP
1927891,Apr 18,00:33:08,167.94.145.111,47032,NULL,Connection closed,IP
1935117,Apr 18,01:30:06,NULL,NULL,NULL,Connection closed,IP
1938595,Apr 18,01:57:59,NULL,NULL,NULL,Connection closed,IP
1940076,Apr 18,02:09:48,45.79.181.251,17384,NULL,Connection closed,IP
1940078,Apr 18,02:09:50,45.79.181.251,17394,NULL,Connection closed,IP
1940089,Apr 18,02:09:52,45.79.181.251,59738,NULL,Connection closed,IP
1951970,Apr 18,03:44:46,NULL,NULL,NULL,banner line contains invalid characters,NULL
1957343,Apr 18,04:26:38,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
1976389,Apr 18,06:57:33,NULL,NULL,NULL,banner line contains invalid characters,NULL
1979731,Apr 18,07:24:16,NULL,NULL,NULL,Connection closed,IP
1984894,Apr 18,08:05:31,NULL,NULL,NULL,Connection closed,IP
1984895,Apr 18,08:05:41,NULL,NULL,NULL,Connection closed,IP
1984952,Apr 18,08:05:56,NULL,NULL,NULL,banner line contains invalid characters,NULL
1984953,Apr 18,08:06:00,NULL,NULL,NULL,Connection closed,IP
1985532,Apr 18,08:10:38,172.105.128.11,53950,NULL,Connection closed,IP
1985534,Apr 18,08:10:39,172.105.128.11,53964,NULL,Connection closed,IP
1985547,Apr 18,08:10:40,172.105.128.11,53974,NULL,Connection closed,IP
1985613,Apr 18,08:11:14,NULL,NULL,NULL,Connection closed,IP
1989372,Apr 18,08:41:16,NULL,NULL,NULL,Connection closed,IP
1995728,Apr 18,09:31:48,NULL,NULL,NULL,Connection reset,IP
1995792,Apr 18,09:32:22,NULL,NULL,NULL,Connection reset,IP
1996037,Apr 18,09:34:39,NULL,NULL,NULL,banner line contains invalid characters,NULL
2003231,Apr 18,10:31:03,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2005327,Apr 18,10:47:44,NULL,NULL,NULL,Connection closed,IP
2009473,Apr 18,11:21:12,NULL,NULL,NULL,banner line contains invalid characters,NULL
2010580,Apr 18,11:30:15,162.142.125.40,51240,NULL,Connection closed,IP
2019067,Apr 18,12:37:50,NULL,NULL,NULL,Connection closed,IP
2041396,Apr 18,15:35:24,167.94.138.161,43392,NULL,Connection closed,IP
2043315,Apr 18,15:50:43,185.242.226.20,32932,NULL,Connection closed,IP
2063505,Apr 18,18:32:16,NULL,NULL,NULL,client sent invalid protocol identifier,NULL
2063813,Apr 18,18:34:42,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2070816,Apr 18,19:30:40,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2071875,Apr 18,19:39:10,NULL,NULL,NULL,Connection closed,IP
2073002,Apr 18,19:48:11,NULL,NULL,NULL,Connection reset,IP
2073003,Apr 18,19:48:22,NULL,NULL,NULL,Connection closed,IP
2073069,Apr 18,19:48:44,NULL,NULL,NULL,banner line contains invalid characters,NULL
2073070,Apr 18,19:48:47,NULL,NULL,NULL,Connection closed,IP
2076062,Apr 18,20:12:37,45.79.181.94,2182,NULL,Connection closed,IP
2076064,Apr 18,20:12:39,45.79.181.94,19090,NULL,Connection closed,IP
2076066,Apr 18,20:12:41,45.79.181.94,19094,NULL,Connection closed,IP
2082522,Apr 18,21:04:15,NULL,NULL,NULL,banner line contains invalid characters,NULL
2082834,Apr 18,21:07:07,47.109.186.193,46086,NULL,NULL,NULL
2082834,Apr 18,21:07:07,47.109.186.193,46086,NULL,NULL,NULL
2083443,Apr 18,21:11:31,NULL,NULL,NULL,Connection closed,IP
2099351,Apr 18,23:18:15,47.92.224.204,41556,NULL,Connection closed,IP
2108271,Apr 19,00:29:23,65.49.1.191,5647,65.49.1.191,Connection closed,invalid user
2121082,Apr 19,02:11:25,192.155.90.220,4470,NULL,Connection closed,IP
2121084,Apr 19,02:11:26,192.155.90.220,4482,NULL,Connection closed,IP
2121086,Apr 19,02:11:28,192.155.90.220,4488,NULL,Connection closed,IP
2121384,Apr 19,02:13:51,NULL,NULL,NULL,Connection reset,IP
2121396,Apr 19,02:13:54,45.79.128.205,16870,NULL,Connection closed,IP
2121398,Apr 19,02:13:55,NULL,NULL,NULL,Connection reset,IP
2131547,Apr 19,03:34:44,NULL,NULL,NULL,Connection closed,IP
2136385,Apr 19,04:13:30,NULL,NULL,NULL,client sent invalid protocol identifier,\376\b\001adminSSH-2.0-OpenSSH_7.4
2169391,Apr 19,08:36:00,NULL,NULL,NULL,banner line contains invalid characters,NULL
2171438,Apr 19,08:52:22,NULL,NULL,NULL,Connection closed,IP
2180321,Apr 19,10:03:04,NULL,NULL,NULL,Connection closed,IP
2188327,Apr 19,11:06:58,NULL,NULL,NULL,banner line contains invalid characters,NULL
2193289,Apr 19,11:46:38,NULL,NULL,NULL,Connection closed,IP
2201897,Apr 19,12:55:31,NULL,NULL,root,Connection closed,IP
2201899,Apr 19,12:55:33,NULL,NULL,root,Connection closed,IP
2201909,Apr 19,12:55:35,NULL,NULL,root,Connection closed,IP
2201911,Apr 19,12:55:36,NULL,NULL,root,Connection closed,IP
2201913,Apr 19,12:55:39,NULL,NULL,root,Connection closed,IP
2201926,Apr 19,12:55:41,NULL,NULL,root,Connection closed,IP
2201928,Apr 19,12:55:42,NULL,NULL,root,Connection closed,IP
2201941,Apr 19,12:55:44,NULL,NULL,root,Connection closed,IP
2201943,Apr 19,12:55:46,NULL,NULL,root,Connection closed,IP
2201945,Apr 19,12:55:47,NULL,NULL,root,Connection closed,IP
2201958,Apr 19,12:55:49,NULL,NULL,root,Connection closed,IP
2201960,Apr 19,12:55:51,NULL,NULL,root,Connection closed,IP
2201962,Apr 19,12:55:53,NULL,NULL,root,Connection closed,IP
2207389,Apr 19,13:39:16,NULL,NULL,NULL,Connection closed,IP
2210497,Apr 19,14:03:58,NULL,NULL,NULL,banner line contains invalid characters,NULL
2225652,Apr 19,16:03:56,NULL,NULL,NULL,banner line contains invalid characters,NULL
2230700,Apr 19,16:44:27,NULL,NULL,NULL,Connection closed,IP
2239888,Apr 19,17:57:55,NULL,NULL,NULL,Connection closed,IP
2240759,Apr 19,18:04:55,NULL,NULL,NULL,Connection closed,IP
2240760,Apr 19,18:05:06,NULL,NULL,NULL,Connection closed,IP
2240829,Apr 19,18:05:29,NULL,NULL,NULL,banner line contains invalid characters,NULL
2240830,Apr 19,18:05:32,NULL,NULL,NULL,Connection closed,IP
2241664,Apr 19,18:12:09,91.196.152.18,38409,NULL,Connection closed,IP
2241798,Apr 19,18:13:10,91.196.152.1,60747,NULL,Connection closed,IP
2243012,Apr 19,18:22:45,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2245788,Apr 19,18:44:54,NULL,NULL,NULL,Connection closed,IP
2245800,Apr 19,18:44:55,87.236.176.198,39921,NULL,Connection closed,IP
2253325,Apr 19,19:44:50,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2253575,Apr 19,19:46:52,NULL,NULL,NULL,client sent invalid protocol identifier,GET / HTTP/1.1
2256331,Apr 19,20:08:59,172.105.128.12,35138,NULL,Connection closed,IP
2256343,Apr 19,20:09:02,172.105.128.12,35140,NULL,Connection closed,IP
2256345,Apr 19,20:09:03,172.105.128.12,35150,NULL,Connection closed,IP
2270528,Apr 19,22:01:38,NULL,NULL,NULL,client sent invalid protocol identifier,MGLNDD_120.26.163.214_22
2275925,Apr 19,22:44:40,NULL,NULL,NULL,banner line contains invalid characters,NULL
2276653,Apr 19,22:50:28,NULL,NULL,NULL,Connection closed,IP
